,month,bus_route_id,violation_type,violations
1413,2025-03,Q54,MOBILE DOUBLE PARKED,1064
1414,2025-03,Q58,MOBILE BUS LANE,255
1415,2025-03,Q58,MOBILE BUS STOP,4297
1416,2025-03,Q58,MOBILE DOUBLE PARKED,2681
1417,2025-03,Q69,MOBILE BUS LANE,150
1418,2025-03,Q69,MOBILE BUS STOP,409
1419,2025-03,Q69,MOBILE DOUBLE PARKED,110
1420,2025-03,S46,MOBILE BUS LANE,191
1421,2025-03,S46,MOBILE BUS STOP,642
1422,2025-03,S46,MOBILE DOUBLE PARKED,158
1423,2025-03,S79+,MOBILE BUS LANE,51
1424,2025-03,S79+,MOBILE BUS STOP,591
1425,2025-03,S79+,MOBILE DOUBLE PARKED,832
1426,2025-04,B25,MOBILE BUS LANE,1233
1427,2025-04,B25,MOBILE BUS STOP,1259
1428,2025-04,B25,MOBILE DOUBLE PARKED,370
1429,2025-04,B26,MOBILE BUS LANE,14
1430,2025-04,B26,MOBILE BUS STOP,1114
1431,2025-04,B26,MOBILE DOUBLE PARKED,314
1432,2025-04,B35,MOBILE BUS LANE,365
1433,2025-04,B35,MOBILE BUS STOP,6810
1434,2025-04,B35,MOBILE DOUBLE PARKED,5743
1435,2025-04,B41,MOBILE BUS LANE,638
1436,2025-04,B41,MOBILE BUS STOP,3059
1437,2025-04,B41,MOBILE DOUBLE PARKED,3757
1438,2025-04,B42,MOBILE BUS LANE,211
1439,2025-04,B42,MOBILE BUS STOP,382
1440,2025-04,B42,MOBILE DOUBLE PARKED,77
1441,2025-04,B44+,MOBILE BUS LANE,1331
1442,2025-04,B44+,MOBILE BUS STOP,5084
1443,2025-04,B44+,MOBILE DOUBLE PARKED,3035
1444,2025-04,B46+,MOBILE BUS LANE,2022
1445,2025-04,B46+,MOBILE BUS STOP,3200
1446,2025-04,B46+,MOBILE DOUBLE PARKED,2001
1447,2025-04,B62,MOBILE BUS STOP,1629
1448,2025-04,B62,MOBILE DOUBLE PARKED,404
1449,2025-04,B82+,MOBILE BUS LANE,791
1450,2025-04,B82+,MOBILE BUS STOP,4977
1451,2025-04,B82+,MOBILE DOUBLE PARKED,4079
1452,2025-04,BX12+,MOBILE BUS LANE,2036
1453,2025-04,BX12+,MOBILE BUS STOP,1912
1454,2025-04,BX12+,MOBILE DOUBLE PARKED,3085
1455,2025-04,BX19,MOBILE BUS LANE,1708
1456,2025-04,BX19,MOBILE BUS STOP,6149
1457,2025-04,BX19,MOBILE DOUBLE PARKED,14709
1458,2025-04,BX28,MOBILE BUS STOP,2038
1459,2025-04,BX28,MOBILE DOUBLE PARKED,2991
1460,2025-04,BX28-BX38,MOBILE BUS LANE,458
1461,2025-04,BX35,MOBILE BUS LANE,459
1462,2025-04,BX35,MOBILE BUS STOP,1125
1463,2025-04,BX35,MOBILE DOUBLE PARKED,4433
1464,2025-04,BX36,MOBILE BUS LANE,549
1465,2025-04,BX36,MOBILE BUS STOP,4339
1466,2025-04,BX36,MOBILE DOUBLE PARKED,10223
1467,2025-04,BX38,MOBILE BUS STOP,459
1468,2025-04,BX38,MOBILE DOUBLE PARKED,1662
1469,2025-04,BX41+,MOBILE BUS LANE,3655
1470,2025-04,BX41+,MOBILE BUS STOP,2728
1471,2025-04,BX41+,MOBILE DOUBLE PARKED,2512
1472,2025-04,BX6+,MOBILE BUS LANE,578
1473,2025-04,BX6+,MOBILE BUS STOP,3364
1474,2025-04,BX6+,MOBILE DOUBLE PARKED,6042
1475,2025-04,M101,MOBILE BUS LANE,7818
1476,2025-04,M101,MOBILE BUS STOP,14110
1477,2025-04,M101,MOBILE DOUBLE PARKED,14946
1478,2025-04,M14+,MOBILE BUS LANE,727
1479,2025-04,M14+,MOBILE BUS STOP,1416
1480,2025-04,M14+,MOBILE DOUBLE PARKED,312
1481,2025-04,M15+,MOBILE BUS LANE,5881
1482,2025-04,M15+,MOBILE BUS STOP,9338
1483,2025-04,M15+,MOBILE DOUBLE PARKED,2539
1484,2025-04,M23+,MOBILE BUS LANE,360
1485,2025-04,M23+,MOBILE BUS STOP,598
1486,2025-04,M23+,MOBILE DOUBLE PARKED,67
1487,2025-04,M34+,MOBILE BUS LANE,369
1488,2025-04,M34+,MOBILE BUS STOP,759
1489,2025-04,M34+,MOBILE DOUBLE PARKED,144
1490,2025-04,M60+,MOBILE BUS LANE,121
1491,2025-04,M60+,MOBILE BUS STOP,1784
1492,2025-04,M60+,MOBILE DOUBLE PARKED,3663
1493,2025-04,M79+,MOBILE BUS LANE,680
1494,2025-04,M79+,MOBILE BUS STOP,632
1495,2025-04,M79+,MOBILE DOUBLE PARKED,2270
1496,2025-04,M86+,MOBILE BUS LANE,86
1497,2025-04,M86+,MOBILE BUS STOP,698
1498,2025-04,M86+,MOBILE DOUBLE PARKED,2839
1499,2025-04,Q43,MOBILE BUS LANE,603
1500,2025-04,Q43,MOBILE BUS STOP,2025
1501,2025-04,Q43,MOBILE DOUBLE PARKED,1319
1502,2025-04,Q44+,MOBILE BUS LANE,1612
1503,2025-04,Q44+,MOBILE BUS STOP,5677
1504,2025-04,Q44+,MOBILE DOUBLE PARKED,2162
1505,2025-04,Q5,MOBILE BUS LANE,358
1506,2025-04,Q5,MOBILE BUS STOP,1435
1507,2025-04,Q5,MOBILE DOUBLE PARKED,288
1508,2025-04,Q53+,MOBILE BUS LANE,306
1509,2025-04,Q53+,MOBILE BUS STOP,1951
1510,2025-04,Q53+,MOBILE DOUBLE PARKED,540
1511,2025-04,Q54,MOBILE BUS LANE,68
1512,2025-04,Q54,MOBILE BUS STOP,3347
1513,2025-04,Q54,MOBILE DOUBLE PARKED,1192
1514,2025-04,Q58,MOBILE BUS LANE,267
1515,2025-04,Q58,MOBILE BUS STOP,4248
1516,2025-04,Q58,MOBILE DOUBLE PARKED,2585
1517,2025-04,Q69,MOBILE BUS LANE,141
1518,2025-04,Q69,MOBILE BUS STOP,355
1519,2025-04,Q69,MOBILE DOUBLE PARKED,81
1520,2025-04,S46,MOBILE BUS LANE,179
1521,2025-04,S46,MOBILE BUS STOP,509
1522,2025-04,S46,MOBILE DOUBLE PARKED,109
1523,2025-04,S79+,MOBILE BUS LANE,100
1524,2025-04,S79+,MOBILE BUS STOP,652
1525,2025-04,S79+,MOBILE DOUBLE PARKED,870
1526,2025-05,B25,MOBILE BUS LANE,1234
1527,2025-05,B25,MOBILE BUS STOP,1639
1528,2025-05,B25,MOBILE DOUBLE PARKED,462
1529,2025-05,B26,MOBILE BUS LANE,24
1530,2025-05,B26,MOBILE BUS STOP,1010
1531,2025-05,B26,MOBILE DOUBLE PARKED,295
1532,2025-05,B35,MOBILE BUS LANE,307
1533,2025-05,B35,MOBILE BUS STOP,6249
1534,2025-05,B35,MOBILE DOUBLE PARKED,5561
1535,2025-05,B41,MOBILE BUS LANE,526
1536,2025-05,B41,MOBILE BUS STOP,3172
1537,2025-05,B41,MOBILE DOUBLE PARKED,3748
1538,2025-05,B42,MOBILE BUS LANE,149
1539,2025-05,B42,MOBILE BUS STOP,421
1540,2025-05,B42,MOBILE DOUBLE PARKED,87
1541,2025-05,B44+,MOBILE BUS LANE,1232
1542,2025-05,B44+,MOBILE BUS STOP,4729
1543,2025-05,B44+,MOBILE DOUBLE PARKED,2979
1544,2025-05,B46+,MOBILE BUS LANE,2066
1545,2025-05,B46+,MOBILE BUS STOP,3088
1546,2025-05,B46+,MOBILE DOUBLE PARKED,2190
1547,2025-05,B62,MOBILE BUS STOP,1696
1548,2025-05,B62,MOBILE DOUBLE PARKED,343
1549,2025-05,B82+,MOBILE BUS LANE,779
1550,2025-05,B82+,MOBILE BUS STOP,4700
1551,2025-05,B82+,MOBILE DOUBLE PARKED,4206
1552,2025-05,BX12+,MOBILE BUS LANE,1892
1553,2025-05,BX12+,MOBILE BUS STOP,1978
1554,2025-05,BX12+,MOBILE DOUBLE PARKED,3523
1555,2025-05,BX19,MOBILE BUS LANE,1501
1556,2025-05,BX19,MOBILE BUS STOP,5762
1557,2025-05,BX19,MOBILE DOUBLE PARKED,14247
1558,2025-05,BX28,MOBILE BUS STOP,2170
1559,2025-05,BX28,MOBILE DOUBLE PARKED,3019
1560,2025-05,BX28-BX38,MOBILE BUS LANE,527
1561,2025-05,BX35,MOBILE BUS LANE,474
1562,2025-05,BX35,MOBILE BUS STOP,1103
1563,2025-05,BX35,MOBILE DOUBLE PARKED,4480
1564,2025-05,BX36,MOBILE BUS LANE,548
1565,2025-05,BX36,MOBILE BUS STOP,4254
1566,2025-05,BX36,MOBILE DOUBLE PARKED,10308
1567,2025-05,BX38,MOBILE BUS STOP,594
1568,2025-05,BX38,MOBILE DOUBLE PARKED,1762
1569,2025-05,BX41+,MOBILE BUS LANE,3493
1570,2025-05,BX41+,MOBILE BUS STOP,2437
1571,2025-05,BX41+,MOBILE DOUBLE PARKED,3014
1572,2025-05,BX5,MOBILE DOUBLE PARKED,2
1573,2025-05,BX6+,MOBILE BUS LANE,755
1574,2025-05,BX6+,MOBILE BUS STOP,3448
1575,2025-05,BX6+,MOBILE DOUBLE PARKED,6023
1576,2025-05,M100,MOBILE BUS STOP,222
1577,2025-05,M100,MOBILE DOUBLE PARKED,2983
1578,2025-05,M101,MOBILE BUS LANE,7282
1579,2025-05,M101,MOBILE BUS STOP,13407
1580,2025-05,M101,MOBILE DOUBLE PARKED,14963
1581,2025-05,M14+,MOBILE BUS LANE,750
1582,2025-05,M14+,MOBILE BUS STOP,1289
1583,2025-05,M14+,MOBILE DOUBLE PARKED,270
1584,2025-05,M15+,MOBILE BUS LANE,5884
1585,2025-05,M15+,MOBILE BUS STOP,9816
1586,2025-05,M15+,MOBILE DOUBLE PARKED,2512
1587,2025-05,M2,MOBILE BUS LANE,740
1588,2025-05,M2,MOBILE BUS STOP,2628
1589,2025-05,M2,MOBILE DOUBLE PARKED,219
1590,2025-05,M23+,MOBILE BUS LANE,293
1591,2025-05,M23+,MOBILE BUS STOP,625
1592,2025-05,M23+,MOBILE DOUBLE PARKED,82
1593,2025-05,M34+,MOBILE BUS LANE,465
1594,2025-05,M34+,MOBILE BUS STOP,818
1595,2025-05,M34+,MOBILE DOUBLE PARKED,133
1596,2025-05,M4,MOBILE BUS STOP,1161
1597,2025-05,M4,MOBILE DOUBLE PARKED,1165
1598,2025-05,M42,MOBILE BUS LANE,84
1599,2025-05,M42,MOBILE BUS STOP,18
1600,2025-05,M42,MOBILE DOUBLE PARKED,1
1601,2025-05,M60+,MOBILE BUS LANE,102
1602,2025-05,M60+,MOBILE BUS STOP,1512
1603,2025-05,M60+,MOBILE DOUBLE PARKED,3249
1604,2025-05,M79+,MOBILE BUS LANE,616
1605,2025-05,M79+,MOBILE BUS STOP,773
1606,2025-05,M79+,MOBILE DOUBLE PARKED,2630
1607,2025-05,M86+,MOBILE BUS LANE,132
1608,2025-05,M86+,MOBILE BUS STOP,815
1609,2025-05,M86+,MOBILE DOUBLE PARKED,2998
1610,2025-05,Q43,MOBILE BUS LANE,621
1611,2025-05,Q43,MOBILE BUS STOP,2294
1612,2025-05,Q43,MOBILE DOUBLE PARKED,1486
1613,2025-05,Q44+,MOBILE BUS LANE,1517
1614,2025-05,Q44+,MOBILE BUS STOP,5850
1615,2025-05,Q44+,MOBILE DOUBLE PARKED,2160
1616,2025-05,Q5,MOBILE BUS LANE,364
1617,2025-05,Q5,MOBILE BUS STOP,1580
1618,2025-05,Q5,MOBILE DOUBLE PARKED,383
1619,2025-05,Q53+,MOBILE BUS LANE,376
1620,2025-05,Q53+,MOBILE BUS STOP,2035
1621,2025-05,Q53+,MOBILE DOUBLE PARKED,627
1622,2025-05,Q54,MOBILE BUS LANE,48
1623,2025-05,Q54,MOBILE BUS STOP,3302
1624,2025-05,Q54,MOBILE DOUBLE PARKED,1130
1625,2025-05,Q58,MOBILE BUS LANE,252
1626,2025-05,Q58,MOBILE BUS STOP,4000
1627,2025-05,Q58,MOBILE DOUBLE PARKED,2495
1628,2025-05,Q69,MOBILE BUS LANE,98
1629,2025-05,Q69,MOBILE BUS STOP,301
1630,2025-05,Q69,MOBILE DOUBLE PARKED,63
1631,2025-05,S46,MOBILE BUS LANE,170
1632,2025-05,S46,MOBILE BUS STOP,462
1633,2025-05,S46,MOBILE DOUBLE PARKED,89
1634,2025-05,S79+,MOBILE BUS LANE,67
1635,2025-05,S79+,MOBILE BUS STOP,587
1636,2025-05,S79+,MOBILE DOUBLE PARKED,938
1637,2025-06,B25,MOBILE BUS LANE,1052
1638,2025-06,B25,MOBILE BUS STOP,1293
1639,2025-06,B25,MOBILE DOUBLE PARKED,395
1640,2025-06,B26,MOBILE BUS LANE,9
1641,2025-06,B26,MOBILE BUS STOP,892
1642,2025-06,B26,MOBILE DOUBLE PARKED,339
1643,2025-06,B35,MOBILE BUS LANE,277
1644,2025-06,B35,MOBILE BUS STOP,5522
1645,2025-06,B35,MOBILE DOUBLE PARKED,5003
1646,2025-06,B41,MOBILE BUS LANE,536
1647,2025-06,B41,MOBILE BUS STOP,2953
1648,2025-06,B41,MOBILE DOUBLE PARKED,3672
1649,2025-06,B42,MOBILE BUS LANE,177
1650,2025-06,B42,MOBILE BUS STOP,391
1651,2025-06,B42,MOBILE DOUBLE PARKED,93
1652,2025-06,B44+,MOBILE BUS LANE,1017
1653,2025-06,B44+,MOBILE BUS STOP,4621
1654,2025-06,B44+,MOBILE DOUBLE PARKED,2902
1655,2025-06,B46+,MOBILE BUS LANE,1866
1656,2025-06,B46+,MOBILE BUS STOP,2675
1657,2025-06,B46+,MOBILE DOUBLE PARKED,2215
1658,2025-06,B62,MOBILE BUS STOP,1469
1659,2025-06,B62,MOBILE DOUBLE PARKED,335
1660,2025-06,B82+,MOBILE BUS LANE,671
1661,2025-06,B82+,MOBILE BUS STOP,3911
1662,2025-06,B82+,MOBILE DOUBLE PARKED,3741
1663,2025-06,BX12+,MOBILE BUS LANE,1771
1664,2025-06,BX12+,MOBILE BUS STOP,1759
1665,2025-06,BX12+,MOBILE DOUBLE PARKED,2826
1666,2025-06,BX19,MOBILE BUS LANE,1338
1667,2025-06,BX19,MOBILE BUS STOP,4788
1668,2025-06,BX19,MOBILE DOUBLE PARKED,12334
1669,2025-06,BX28,MOBILE BUS STOP,2202
1670,2025-06,BX28,MOBILE DOUBLE PARKED,2810
1671,2025-06,BX28-BX38,MOBILE BUS LANE,331
1672,2025-06,BX35,MOBILE BUS LANE,491
1673,2025-06,BX35,MOBILE BUS STOP,966
1674,2025-06,BX35,MOBILE DOUBLE PARKED,3695
1675,2025-06,BX36,MOBILE BUS LANE,528
1676,2025-06,BX36,MOBILE BUS STOP,3736
1677,2025-06,BX36,MOBILE DOUBLE PARKED,9144
1678,2025-06,BX38,MOBILE BUS STOP,535
1679,2025-06,BX38,MOBILE DOUBLE PARKED,1416
1680,2025-06,BX41+,MOBILE BUS LANE,2914
1681,2025-06,BX41+,MOBILE BUS STOP,2133
1682,2025-06,BX41+,MOBILE DOUBLE PARKED,3051
1683,2025-06,BX5,MOBILE BUS LANE,285
1684,2025-06,BX5,MOBILE BUS STOP,242
1685,2025-06,BX5,MOBILE DOUBLE PARKED,126
1686,2025-06,BX6+,MOBILE BUS LANE,575
1687,2025-06,BX6+,MOBILE BUS STOP,2943
1688,2025-06,BX6+,MOBILE DOUBLE PARKED,5222
1689,2025-06,M100,MOBILE BUS STOP,1477
1690,2025-06,M100,MOBILE DOUBLE PARKED,15693
1691,2025-06,M101,MOBILE BUS LANE,6431
1692,2025-06,M101,MOBILE BUS STOP,9991
1693,2025-06,M101,MOBILE DOUBLE PARKED,13828
1694,2025-06,M14+,MOBILE BUS LANE,724
1695,2025-06,M14+,MOBILE BUS STOP,1062
1696,2025-06,M14+,MOBILE DOUBLE PARKED,251
1697,2025-06,M15+,MOBILE BUS LANE,5260
1698,2025-06,M15+,MOBILE BUS STOP,9176
1699,2025-06,M15+,MOBILE DOUBLE PARKED,2595
1700,2025-06,M2,MOBILE BUS LANE,1507
1701,2025-06,M2,MOBILE BUS STOP,6670
1702,2025-06,M2,MOBILE DOUBLE PARKED,483
1703,2025-06,M23+,MOBILE BUS LANE,278
1704,2025-06,M23+,MOBILE BUS STOP,583
1705,2025-06,M23+,MOBILE DOUBLE PARKED,44
1706,2025-06,M34+,MOBILE BUS LANE,400
1707,2025-06,M34+,MOBILE BUS STOP,779
1708,2025-06,M34+,MOBILE DOUBLE PARKED,112
1709,2025-06,M4,MOBILE BUS STOP,2878
1710,2025-06,M4,MOBILE DOUBLE PARKED,2558
1711,2025-06,M42,MOBILE BUS LANE,1003
1712,2025-06,M42,MOBILE BUS STOP,376
1713,2025-06,M42,MOBILE DOUBLE PARKED,31
1714,2025-06,M60+,MOBILE BUS LANE,122
1715,2025-06,M60+,MOBILE BUS STOP,1230
1716,2025-06,M60+,MOBILE DOUBLE PARKED,2247
1717,2025-06,M79+,MOBILE BUS LANE,554
1718,2025-06,M79+,MOBILE BUS STOP,569
1719,2025-06,M79+,MOBILE DOUBLE PARKED,2196
1720,2025-06,M86+,MOBILE BUS LANE,91
1721,2025-06,M86+,MOBILE BUS STOP,644
1722,2025-06,M86+,MOBILE DOUBLE PARKED,2597
1723,2025-06,Q43,MOBILE BUS LANE,653
1724,2025-06,Q43,MOBILE BUS STOP,2338
1725,2025-06,Q43,MOBILE DOUBLE PARKED,935
1726,2025-06,Q44+,MOBILE BUS LANE,1442
1727,2025-06,Q44+,MOBILE BUS STOP,5216
1728,2025-06,Q44+,MOBILE DOUBLE PARKED,2050
1729,2025-06,Q5,MOBILE BUS LANE,386
1730,2025-06,Q5,MOBILE BUS STOP,1382
1731,2025-06,Q5,MOBILE DOUBLE PARKED,438
1732,2025-06,Q53+,MOBILE BUS LANE,420
1733,2025-06,Q53+,MOBILE BUS STOP,2172
1734,2025-06,Q53+,MOBILE DOUBLE PARKED,751
1735,2025-06,Q54,MOBILE BUS LANE,76
1736,2025-06,Q54,MOBILE BUS STOP,2860
1737,2025-06,Q54,MOBILE DOUBLE PARKED,1017
1738,2025-06,Q58,MOBILE BUS LANE,256
1739,2025-06,Q58,MOBILE BUS STOP,3699
1740,2025-06,Q58,MOBILE DOUBLE PARKED,2193
1741,2025-06,Q69,MOBILE BUS LANE,146
1742,2025-06,Q69,MOBILE BUS STOP,444
1743,2025-06,Q69,MOBILE DOUBLE PARKED,98
1744,2025-06,S46,MOBILE BUS LANE,170
1745,2025-06,S46,MOBILE BUS STOP,415
1746,2025-06,S46,MOBILE DOUBLE PARKED,112
1747,2025-06,S79+,MOBILE BUS LANE,71
1748,2025-06,S79+,MOBILE BUS STOP,615
1749,2025-06,S79+,MOBILE DOUBLE PARKED,1024
1750,2025-07,B25,MOBILE BUS LANE,973
1751,2025-07,B25,MOBILE BUS STOP,1132
1752,2025-07,B25,MOBILE DOUBLE PARKED,342
1753,2025-07,B26,MOBILE BUS LANE,8
1754,2025-07,B26,MOBILE BUS STOP,857
1755,2025-07,B26,MOBILE DOUBLE PARKED,295
1756,2025-07,B35,MOBILE BUS LANE,187
1757,2025-07,B35,MOBILE BUS STOP,4527
1758,2025-07,B35,MOBILE DOUBLE PARKED,4099
1759,2025-07,B41,MOBILE BUS LANE,536
1760,2025-07,B41,MOBILE BUS STOP,2498
1761,2025-07,B41,MOBILE DOUBLE PARKED,3489
1762,2025-07,B42,MOBILE BUS LANE,229
1763,2025-07,B42,MOBILE BUS STOP,314
1764,2025-07,B42,MOBILE DOUBLE PARKED,48
1765,2025-07,B44+,MOBILE BUS LANE,980
1766,2025-07,B44+,MOBILE BUS STOP,3842
1767,2025-07,B44+,MOBILE DOUBLE PARKED,2279
1768,2025-07,B46+,MOBILE BUS LANE,1916
1769,2025-07,B46+,MOBILE BUS STOP,2780
1770,2025-07,B46+,MOBILE DOUBLE PARKED,2057
1771,2025-07,B62,MOBILE BUS STOP,1423
1772,2025-07,B62,MOBILE DOUBLE PARKED,357
1773,2025-07,B82+,MOBILE BUS LANE,569
1774,2025-07,B82+,MOBILE BUS STOP,3509
1775,2025-07,B82+,MOBILE DOUBLE PARKED,3475
1776,2025-07,BX12+,MOBILE BUS LANE,1958
1777,2025-07,BX12+,MOBILE BUS STOP,1821
1778,2025-07,BX12+,MOBILE DOUBLE PARKED,2739
1779,2025-07,BX19,MOBILE BUS LANE,1489
1780,2025-07,BX19,MOBILE BUS STOP,4570
1781,2025-07,BX19,MOBILE DOUBLE PARKED,12395
1782,2025-07,BX28,MOBILE BUS STOP,2111
1783,2025-07,BX28,MOBILE DOUBLE PARKED,2635
1784,2025-07,BX28-BX38,MOBILE BUS LANE,347
1785,2025-07,BX35,MOBILE BUS LANE,433
1786,2025-07,BX35,MOBILE BUS STOP,881
1787,2025-07,BX35,MOBILE DOUBLE PARKED,3151
1788,2025-07,BX36,MOBILE BUS LANE,633
1789,2025-07,BX36,MOBILE BUS STOP,3325
1790,2025-07,BX36,MOBILE DOUBLE PARKED,8865
1791,2025-07,BX38,MOBILE BUS STOP,395
1792,2025-07,BX38,MOBILE DOUBLE PARKED,1088
1793,2025-07,BX41+,MOBILE BUS LANE,2626
1794,2025-07,BX41+,MOBILE BUS STOP,1935
1795,2025-07,BX41+,MOBILE DOUBLE PARKED,2903
1796,2025-07,BX5,MOBILE BUS LANE,243
1797,2025-07,BX5,MOBILE BUS STOP,269
1798,2025-07,BX5,MOBILE DOUBLE PARKED,98
1799,2025-07,BX6+,MOBILE BUS LANE,453
1800,2025-07,BX6+,MOBILE BUS STOP,2499
1801,2025-07,BX6+,MOBILE DOUBLE PARKED,4605
1802,2025-07,M100,MOBILE BUS STOP,2622
1803,2025-07,M100,MOBILE DOUBLE PARKED,17893
1804,2025-07,M101,MOBILE BUS LANE,5975
1805,2025-07,M101,MOBILE BUS STOP,9950
1806,2025-07,M101,MOBILE DOUBLE PARKED,12959
1807,2025-07,M14+,MOBILE BUS LANE,816
1808,2025-07,M14+,MOBILE BUS STOP,902
1809,2025-07,M14+,MOBILE DOUBLE PARKED,180
1810,2025-07,M15+,MOBILE BUS LANE,5338
1811,2025-07,M15+,MOBILE BUS STOP,8505
1812,2025-07,M15+,MOBILE DOUBLE PARKED,2174
1813,2025-07,M2,MOBILE BUS LANE,1160
1814,2025-07,M2,MOBILE BUS STOP,7363
1815,2025-07,M2,MOBILE DOUBLE PARKED,603
1816,2025-07,M23+,MOBILE BUS LANE,329
1817,2025-07,M23+,MOBILE BUS STOP,454
1818,2025-07,M23+,MOBILE DOUBLE PARKED,122
1819,2025-07,M34+,MOBILE BUS LANE,409
1820,2025-07,M34+,MOBILE BUS STOP,641
1821,2025-07,M34+,MOBILE DOUBLE PARKED,45
1822,2025-07,M4,MOBILE BUS STOP,2495
1823,2025-07,M4,MOBILE DOUBLE PARKED,1944
1824,2025-07,M42,MOBILE BUS LANE,1662
1825,2025-07,M42,MOBILE BUS STOP,844
1826,2025-07,M42,MOBILE DOUBLE PARKED,52
1827,2025-07,M60+,MOBILE BUS LANE,53
1828,2025-07,M60+,MOBILE BUS STOP,1309
1829,2025-07,M60+,MOBILE DOUBLE PARKED,2451
